Retail Pharmacy Partner Name,Address 1,City,County,State,Zip Code,Vaccine,Date,Doses,Georeferenced Latitude & Longitude
Rite Aid 01413,155 East Northampton Street,Wilkes-barre,Luzerne,PA,18701,Pfizer Vaccine,05/25/2021,2340,POINT (-75.8817 41.240898)
Giant Eagle Inc.,1025 Washington Pike,Bridgeville,Allegheny,PA,15017,Moderna Vaccine,05/25/2021,100,POINT (-80.108605 40.365296)
Burns Pharmacy,82 N Pennsylvania Ave,Morrisville,Bucks,PA,19067,Janssen Vaccine,05/25/2021,100,POINT (-74.776635 40.209881)
Professional Rx Pennsburg/red Hill,931 Main St,Pennsburg,Montgomery,PA,18073,Janssen Vaccine,05/25/2021,100,POINT (-75.489669 40.38726)
The Giant Company Store # 6081,70 S Locust Street,Hazleton,Luzerne,PA,18201,Moderna Vaccine,05/25/2021,100,POINT (-75.981659 40.95324)
The Giant Company Store # 6079,"275 Pauline Dr, S York Plz",York,York,PA,17402,Moderna Vaccine,05/25/2021,300,
Walgreens Store #09673,3180 Carlisle Rd,Dover,York,PA,17315,Pfizer Vaccine,05/25/2021,1170,POINT (-76.823759 39.983929)
Sav-on Pharmacy,567 Sproul Rd,Broomall,Delaware,PA,19008,Pfizer Vaccine,05/25/2021,1170,
The Giant Company Store # 6087,2415 E Market Street,York,York,PA,17402,Moderna Vaccine,05/25/2021,100,POINT (-76.678572 39.974533)
Giant Eagle Inc.,155 Towne Centre Blvd,Wexford,Allegheny,PA,15090,Moderna Vaccine,05/25/2021,100,POINT (-80.054409 40.631533)
The Giant Company Store # 6046,2721 Street Road,Bensalem,Bucks,PA,19020,Moderna Vaccine,05/25/2021,100,POINT (-74.953274 40.110554)
Walmart Pharmacy #4348,200 Commerce Dr,Duncansville,Blair,PA,16635,Pfizer Vaccine,05/25/2021,1170,POINT (-78.432843 40.370159)
Rite Aid 01672,6912 New Falls Road,Levittown,Bucks,PA,19057,Pfizer Vaccine,05/25/2021,1170,POINT (-74.856946 40.153184)
Walmart Pharmacy #2641,1091 Mill Creek Rd,Allentown,Lehigh,PA,18106,Janssen Vaccine,05/25/2021,100,POINT (-75.581201 40.552764)
The Giant Company Store # 6005,6560 Carlisle Pike Suite 100,Mechanicsburg,Cumberland,PA,17050,Moderna Vaccine,05/25/2021,100,POINT (-77.029936 40.246134)
Weis Markets Inc,501 N Centre Street,Philipsburg,Centre,PA,16866,Janssen Vaccine,05/25/2021,100,POINT (-78.224494 40.901251)
Rite Aid 11116,3599 West Chester Pike,Newtown Square,Delaware,PA,19073,Pfizer Vaccine,05/11/2021,1170,POINT (-75.398606 39.986648)
Walmart Pharmacy #3738,100 Highlands Mall,Natrona Heights,Allegheny,PA,15065,Moderna Vaccine,05/11/2021,100,POINT (-79.711358 40.64616)
Rite Aid 07827,1080 S West End Blvd,Quakertown,Bucks,PA,18951,Moderna Vaccine,05/11/2021,100,POINT (-75.344234 40.41773)
Cvs Store #02554,4214 Woodbourne Rd,Levittown,Bucks,PA,19057,Pfizer Vaccine,05/11/2021,1170,POINT (-74.856275 40.154466)
Rite Aid 03400,420 North 3rd Street,Womelsdorf,Berks,PA,19567,Moderna,02/01/2021,100,POINT (-76.188756 40.371154)
Rite Aid 11076,420 Tioga West Plaza,Tunkhannock,Monroe,PA,18657,Moderna,02/01/2021,100,POINT (-75.961678 41.541881)
Rite Aid 10914,1700 Pine Hollow Road,Mc Kees Rocks,Allegheny,PA,15136,Moderna,02/01/2021,100,POINT (-80.096788 40.475305)
Weis Markets Inc,1321 Blue Valley Drive,Pen Argyl,Northampton,PA,18072,Moderna,02/01/2021,100,POINT (-75.236443 40.87292)
Weis Markets Inc,901 E Main St Suite 25,Palmyra,Lebanon,PA,17078,Moderna,02/01/2021,100,POINT (-76.583724 40.313395)
Rite Aid 00170,128 North Courtland Street,East Stroudsburg,Monroe,PA,18301,Moderna,02/01/2021,100,POINT (-75.183088 41.002307)
Rite Aid 04684,825a East Chestnut Street,Lancaster,Lancaster,PA,17602,Moderna,02/01/2021,100,POINT (-76.2889 40.04295)
Giant Eagle Inc.,Giant Eagle Pharmacy #0093,Brentwood,Allegheny,PA,15227,Moderna,02/01/2021,100,
Rite Aid 10990,31 North Jefferson Street,New Castle,Lawrence,PA,16101,Moderna,02/01/2021,100,POINT (-80.347202 41.000438)
Weis Markets Inc,1100 N Fourth Street,Sunbury,Northumberland,PA,17801,Moderna,02/01/2021,100,POINT (-76.784799 40.873019)
Rite Aid 00229,1184 Texas Palmyra Highway,Honesdale,Wayne,PA,18431,Moderna,02/01/2021,100,POINT (-75.224928 41.553747)
Rite Aid 11002,1020 Liberty Street,Franklin,Venango,PA,16323,Moderna,02/01/2021,100,POINT (-79.825716 41.393751)
Weis Markets Inc,3236 Route 940 Suite 116,Mt Pocono,Monroe,PA,18344,Moderna,02/01/2021,100,POINT (-75.374456 41.12204)
Weis Markets Inc,112 Atlantic Ave,Dingmans Ferry,Pike,PA,18328,Moderna,02/01/2021,100,
Weis Markets Inc,170 Buckaroo Lane,Bellefonte,Centre,PA,16823,Moderna,02/01/2021,100,POINT (-77.73781 40.913508)
Rite Aid 00321,455 North 3rd Street,Oxford,Chester,PA,19363,Moderna,02/01/2021,100,POINT (-75.976612 39.794964)
Rite Aid 02380,975 Market Street,Meadville,Crawford,PA,16335,Moderna,02/01/2021,100,POINT (-80.154203 41.636692)
Rite Aid 11142,128 Airport Road,Coatesville,Chester,PA,19320,Moderna,02/01/2021,100,POINT (-75.868959 39.985246)
Giant Eagle Inc.,Giant Eagle Pharmacy #0008,New Kensington,Westmoreland,PA,15068,Moderna,02/01/2021,100,
Giant Eagle Inc.,Giant Eagle Pharmacy #0471,Indiana,Indiana,PA,15701,Moderna,02/01/2021,100,
Giant Eagle Inc.,Giant Eagle Pharmacy #2445,Greenville,Mercer,PA,16125,Moderna,02/01/2021,100,
Rite Aid 01733,1400 West Main Street,Jeffersonville,Montgomery,PA,19403,Moderna,02/01/2021,100,POINT (-75.362854 40.123743)
Rite Aid 00992,320 East Lincoln Highway,Coatesville,Chester,PA,19320,Moderna,02/01/2021,100,POINT (-75.819277 39.983816)
Rite Aid 01548,610 Broad Street,New Bethlehem,Clarion,PA,16242,Moderna,02/01/2021,100,POINT (-79.326354 41.002323)
Rite Aid 01274,4400 Pennell Road,Aston,Delaware,PA,19014,Moderna,02/01/2021,100,POINT (-75.426923 39.856706)
Weis Markets Inc,1020 Northern Blvd,Clarks Summit,Lackawanna,PA,18411,Moderna,02/01/2021,100,POINT (-75.691927 41.483966)
Rite Aid 01976,207 Route 6 West,Coudersport,Potter,PA,16915,Moderna,02/01/2021,100,POINT (-78.029963 41.7671)
Rite Aid 00501,201 North Washington Avenue,Scranton,Lackawanna,PA,18503,Moderna,02/01/2021,100,POINT (-75.663567 41.40807)
Giant Eagle Inc.,Giant Eagle Pharmacy #2419,Uniontown,Fayette,PA,15401,Moderna,02/01/2021,100,
Rite Aid 10976,431 Commons Drive,Dubois,Clearfield,PA,15801,Moderna,02/01/2021,100,POINT (-78.733627 41.124095)
Rite Aid 11021,469 West Pennsylvania Avenue,Cleona,Lebanon,PA,17042,Moderna,02/01/2021,100,
The Golub Corporation,16750 Pa State Rt 706 Ste 5,Montrose,Susquehanna,PA,18801,Moderna,02/01/2021,100,POINT (-75.851462 41.837481)
Giant Eagle Inc.,Giant Eagle Pharmacy #0032,Export,Westmoreland,PA,15632,Moderna,02/01/2021,100,
Giant Eagle Inc.,Giant Eagle Pharmacy #4012,Hermitage,Mercer,PA,16148,Moderna,02/01/2021,100,
Rite Aid 00793,1927 S Atherton St,State College,Centre,PA,16801,Moderna,02/01/2021,100,POINT (-77.832123 40.78498)
Rite Aid 01830,77 Reuters Boulevard,Towanda,Bradford,PA,18848,Moderna,02/01/2021,100,POINT (-76.450216 41.783144)
Rite Aid 07850,620 E Allegheny Avenue,Emporium,Cameron,PA,15834,Moderna,02/01/2021,100,POINT (-78.223836 41.509004)
Giant Eagle Inc.,Giant Eagle Pharmacy #0249,Greensburg,Westmoreland,PA,15601,Moderna,02/01/2021,100,
Weis Markets Inc,2525 Memorial Highway,Dallas,Luzerne,PA,18612,Moderna,02/01/2021,100,POINT (-75.959383 41.334309)
Rite Aid 02382,163 West 26th Street,Erie,Erie,PA,16508,Moderna,02/01/2021,100,POINT (-80.076863 42.110716)
Rite Aid 03768,1249 Horseshoe Pike,Downingtown,Chester,PA,19335,Moderna,02/01/2021,100,POINT (-75.769464 40.036586)
Giant Eagle Inc.,Giant Eagle Pharmacy #0062,Rochester,Beaver,PA,15074,Moderna,02/01/2021,100,
Weis Markets Inc,2150 Bumble Bee Hollow Rd,Mechanicsburg,Cumberland,PA,17055,Moderna,02/01/2021,100,POINT (-76.985573 40.175475)
Rite Aid 01406,521 North Fraley Street,Kane,Mckean,PA,16735,Moderna,02/01/2021,100,POINT (-78.813299 41.669394)
Weis Markets Inc,224 N Logan Blvd,Burnham,Mifflin,PA,17009,Moderna,02/01/2021,100,POINT (-77.570555 40.63251)
Giant Eagle Inc.,Giant Eagle Pharmacy #0068,Moon Township,Allegheny,PA,15108,Moderna,02/01/2021,100,
Giant Eagle Inc.,Giant Eagle Pharmacy #2404,Verona,Allegheny,PA,15147,Moderna,02/01/2021,100,
Weis Markets Inc,316 Walnut Street,Newport,Perry,PA,17074,Moderna,02/01/2021,100,POINT (-77.133362 40.4781)
Weis Markets Inc,4521 William Penn Hwy,Mifflintown,Juniata,PA,17059,Moderna,02/01/2021,100,POINT (-77.390474 40.561165)
Rite Aid 10962,575 Morgantown Road,Uniontown,Fayette,PA,15401,Moderna,02/01/2021,100,POINT (-79.73588 39.884464)
Weis Markets Inc,1195 Lowther Road,Camp Hill,Cumberland,PA,17011,Moderna,02/01/2021,100,POINT (-76.896632 40.234933)
Rite Aid 11015,821 East Bishop Street,Bellefonte,Centre,PA,16823,Moderna,02/01/2021,100,POINT (-77.76299 40.913783)
Rite Aid 04293,5 Friendly Drive,Duncannon,Perry,PA,17020,Moderna,02/01/2021,100,POINT (-77.043773 40.390841)
Rite Aid 11169,23 North Elm Street,Kutztown,Berks,PA,19530,Moderna,02/01/2021,100,POINT (-75.767943 40.527415)
Rite Aid 02474,59 North Main Street,Port Allegany,Mckean,PA,16743,Moderna,02/01/2021,100,POINT (-78.283799 41.815517)
Weis Markets Inc,1471 Martin Street,State College,Centre,PA,16801,Moderna,02/01/2021,100,POINT (-77.891 40.804368)
Rite Aid 11045,601 South 25th Street,Easton,Northampton,PA,18045,Moderna,02/01/2021,100,POINT (-75.247875 40.681455)
Rite Aid 04840,1000 North Church Street,Hazleton,Luzerne,PA,18201,Moderna,02/01/2021,100,POINT (-75.978044 40.973194)
Rite Aid 11058,241 North First Street,Lehighton,Carbon,PA,18235,Moderna,02/01/2021,100,POINT (-75.709009 40.836329)
Rite Aid 10991,1730 Wilmington Road,New Castle,Lawrence,PA,16105,Moderna,02/01/2021,100,POINT (-80.354376 41.018895)
Weis Markets Inc,1500 Cedar Crest Blvd,Allentown,Lehigh,PA,18104,Moderna,02/01/2021,100,POINT (-75.533056 40.612999)
Rite Aid 00205,26 West Independence Street,Shamokin,Northumberland,PA,17872,Moderna,02/01/2021,100,POINT (-76.557588 40.790891)
Weis Markets Inc,719 Route 522,Selinsgrove,Snyder,PA,17870,Moderna,02/01/2021,100,POINT (-76.864729 40.810178)
Rite Aid 03527,155 Chartiers Avenue,Mc Kees Rocks,Allegheny,PA,15136,Moderna,02/01/2021,100,POINT (-80.057984 40.46454)
Weis Markets Inc,553-555 Mahoning Street,Milton,Northumberland,PA,17847,Moderna,02/01/2021,100,POINT (-76.84489 41.011526)
Weis Markets Inc,2850 Carlisle Road,Dover,York,PA,17315,Moderna,02/01/2021,100,POINT (-76.814207 39.98191)
Rite Aid 00232,5035 Lincoln Way East,Fayetteville,Franklin,PA,17222,Moderna,02/01/2021,100,POINT (-77.551076 39.907786)
Weis Markets Inc,70 Phoenix Road,Duryea,Luzerne,PA,18642,Moderna,02/01/2021,100,POINT (-75.773331 41.347607)
Rite Aid 02442,544 Church Street,Yeadon,Pike,PA,19050,Moderna,02/01/2021,100,POINT (-75.254417 39.937061)
Rite Aid 10994,135 South Market Street,New Wilmington,Lawrence,PA,16142,Moderna,02/01/2021,100,POINT (-80.333109 41.121605)
Rite Aid 04415,14 Fifth Street,Williamsport,Lycoming,PA,17701,Moderna,02/01/2021,100,POINT (-77.004079 41.243659)
Wegmans Food Markets Inc.,600 Commerce Drive,Collegeville,Montgomery,PA,19426,Moderna,02/01/2021,100,POINT (-75.483684 40.165565)
Weis Markets Inc,2020 N 13th Street,Reading,Berks,PA,19604,Moderna,02/01/2021,100,POINT (-75.911435 40.365723)
Rite Aid 10919,4534 Broadway Boulevard,Monroeville,Allegheny,PA,15146,Moderna,02/01/2021,100,POINT (-79.76592 40.389886)
Weis Markets Inc,11798 Route 6,Wellsboro,Tioga,PA,16901,Moderna,02/01/2021,100,POINT (-77.267367 41.743845)
Rite Aid 01398,1 East High Street,Union City,Erie,PA,16438,Moderna,02/01/2021,100,POINT (-79.845023 41.899611)
Rite Aid 01640,910 West Broadway,Red Lion,York,PA,17356,Moderna,02/01/2021,100,POINT (-76.621664 39.896567)
Giant Eagle Inc.,Giant Eagle Pharmacy #0054,Somerset,Somerset,PA,15501,Moderna,02/01/2021,100,
Rite Aid 03425,807 South 4th Street,Hamburg,Berks,PA,19526,Moderna,02/01/2021,100,POINT (-75.977848 40.542133)
Giant Eagle Inc.,Giant Eagle Pharmacy #4050,Girard,Erie,PA,16417,Moderna,02/01/2021,100,
Rite Aid 00803,300 Market Street,Johnstown,Cambria,PA,15901,Moderna,02/01/2021,100,POINT (-78.921142 40.324329)
Rite Aid 11073,400 West Second Street,Berwick,Columbia,PA,18603,Moderna,02/01/2021,100,POINT (-76.239372 41.052764)
Giant Eagle Inc.,Giant Eagle Pharmacy #0072,Pittsburgh,Allegheny,PA,15238,Moderna,02/01/2021,100,
Rite Aid 01494,1120 Philadelphia Avenue,Northern Cambria,Cambria,PA,15714,Moderna,02/01/2021,100,POINT (-78.78155 40.663348)
Rite Aid 06778,27 North 7th Street,Allentown,Lehigh,PA,18101,Moderna,02/01/2021,100,POINT (-75.472055 40.603058)
Weis Markets Inc,331 N Reading Road,Ephrata,Lancaster,PA,17522,Moderna,02/01/2021,100,POINT (-76.176401 40.191936)
Weis Markets Inc,693 Lombard Road,Red Lion,York,PA,17356,Moderna,02/01/2021,100,POINT (-76.630496 39.915349)
The Golub Corporation,1026 Wyoming Avenue,Wyoming,Luzerne,PA,18644,Moderna,02/01/2021,100,POINT (-75.852958 41.301152)
Rite Aid 02693,44 Kings Village,Minersville,Schuylkill,PA,17954,Moderna,02/01/2021,100,POINT (-76.254027 40.68162)
Rite Aid 10890,1505 7th Avenue,Beaver Falls,Beaver,PA,15010,Moderna,02/01/2021,100,POINT (-80.319419 40.756352)
Weis Markets Inc,601 Pleasant Valley Blvd,Altoona,Blair,PA,16602,Moderna,02/01/2021,100,POINT (-78.380671 40.511567)
Giant Eagle Inc.,Giant Eagle Pharmacy #0016,Johnstown,Cambria,PA,15904,Moderna,02/01/2021,100,
Rite Aid 00291,345 West Broad Street,Quakertown,Bucks,PA,18951,Moderna,02/01/2021,100,POINT (-75.338009 40.4415)
Giant Eagle Inc.,Giant Eagle Pharmacy #4008,Slippery Rock,Butler,PA,16057,Moderna,02/01/2021,100,
Rite Aid 02264,2722 West 9th Street,Chester,Delaware,PA,19013,Moderna,02/01/2021,100,POINT (-75.394803 39.836063)
Giant Eagle Inc.,Giant Eagle Pharmacy #0084,Dubois,Clearfield,PA,15801,Moderna,02/01/2021,100,
Rite Aid 11110,96 North Flowers Mill Road,Langhorne,Bucks,PA,19047,Moderna,02/01/2021,100,POINT (-74.907517 40.180029)
Rite Aid 10975,201 West Mahoning Street,Punxsutawney,Jefferson,PA,15767,Moderna,02/01/2021,100,POINT (-78.972842 40.943165)
Weis Markets Inc,5020 Route 873,Schnecksville,Lehigh,PA,18078,Moderna,02/01/2021,100,POINT (-75.613976 40.677148)
Rite Aid 11019,818 Route 15 North,Dillsburg,York,PA,17019,Moderna,02/01/2021,100,POINT (-77.021096 40.129688)
Weis Markets Inc,1130 Mae Street,Hummelstown,Dauphin,PA,17036,Moderna,02/01/2021,100,POINT (-76.686782 40.270989)
Rite Aid 03610,1786 I Columbia Avenue,Columbia,Lancaster,PA,17512,Moderna,02/01/2021,100,POINT (-76.475514 40.031854)
Giant Eagle Inc.,Giant Eagle Pharmacy #4077,New Castle,Lawrence,PA,16105,Moderna,02/01/2021,100,
Weis Markets Inc,313-337 W Bald Eagle St,Lock Haven,Clinton,PA,17745,Moderna,02/01/2021,100,POINT (-77.452987 41.133538)
Rite Aid 10888,2302 Sheffield Road,Aliquippa,Beaver,PA,15001,Moderna,02/01/2021,100,POINT (-80.281196 40.606506)
Giant Eagle Inc.,Giant Eagle Pharmacy #0470,Ebensburg,Cambria,PA,15931,Moderna,02/01/2021,100,
Rite Aid 00467,525 Penn Avenue,West Reading,Berks,PA,19611,Moderna,02/01/2021,100,POINT (-75.94817 40.33574)
Rite Aid 11036,1913 East Third Street,Williamsport,Lycoming,PA,17701,Moderna,02/01/2021,100,POINT (-76.963834 41.248756)
Rite Aid 01709,15 Centennial Way,Scottdale,Westmoreland,PA,15683,Moderna,02/01/2021,100,POINT (-79.587061 40.101509)
Rite Aid 11059,1241 Blakeslee Boulevard Drive East,Lehighton,Carbon,PA,18235,Moderna,02/01/2021,100,POINT (-75.732829 40.815924)
Rite Aid 03449,335 Main Street,Greenville,Mercer,PA,16125,Moderna,02/01/2021,100,POINT (-80.379514 41.408146)
Rite Aid 11034,2600 Willow Street Pike North,Willow Street,Lancaster,PA,17584,Moderna,02/01/2021,100,POINT (-76.27983 39.984716)
Weis Markets Inc,501 N Centre Street,Philipsburg,Centre,PA,16866,Moderna,02/01/2021,100,POINT (-78.224494 40.901251)
Rite Aid 10958,1396 West Chestnut Street,Washington,Washington,PA,15301,Moderna,02/01/2021,100,POINT (-80.273725 40.164758)
Weis Markets Inc,1651 E Cumberland Street,Lebanon,Lebanon,PA,17042,Moderna,02/01/2021,100,POINT (-76.381601 40.350357)
Rite Aid 00208,15 South Main Street,Shenandoah,Schuylkill,PA,17976,Moderna,02/01/2021,100,POINT (-76.201201 40.820351)
Weis Markets Inc,200 W Ridge Pike,Conshohocken,Montgomery,PA,19428,Moderna,02/01/2021,100,POINT (-75.288424 40.094506)
Weis Markets Inc,2400 E Market Street,York,York,PA,17402,Moderna,02/01/2021,100,POINT (-76.67935 39.974307)
Giant Eagle Inc.,Giant Eagle Pharmacy #0079,Roaring Spring,Blair,PA,16673,Moderna,02/01/2021,100,
Rite Aid 01448,412 Broadway Street,Coraopolis,Allegheny,PA,15108,Moderna,02/01/2021,100,POINT (-80.161093 40.516553)
Rite Aid 01495,101 East Shirley Street,Mount Union,Huntingdon,PA,17066,Moderna,02/01/2021,100,POINT (-77.879633 40.382688)
Rite Aid 11170,418 Penn Street,Reading,Berks,PA,19602,Moderna,02/01/2021,100,POINT (-75.929145 40.335364)
Weis Markets Inc,2 Anthra Plaza,Coal Township,Northumberland,PA,17866,Moderna,02/01/2021,100,POINT (-76.521088 40.789586)
Rite Aid 01800,4551 Milford Road,East Stroudsburg,Monroe,PA,18302,Moderna,02/01/2021,100,POINT (-75.111024 41.049263)
Rite Aid 02480,847 Midland Avenue,Midland,Beaver,PA,15059,Moderna,02/01/2021,100,POINT (-80.451864 40.636099)
Giant Eagle Inc.,Giant Eagle Pharmacy #2409,Pittsburgh,Allegheny,PA,15218,Moderna,02/01/2021,100,
Rite Aid 00696,15 West Centre Street,Mahanoy City,Schuylkill,PA,17948,Moderna,02/01/2021,100,POINT (-76.14186 40.812696)
Rite Aid 12999,301 Eisenhower Drive,Hanover,York,PA,17331,Moderna,02/01/2021,100,POINT (-76.98797 39.825231)
Giant Eagle Inc.,Giant Eagle Pharmacy #0494,Elizabeth,Allegheny,PA,15037,Moderna,02/01/2021,100,
Giant Eagle Inc.,Giant Eagle Pharmacy #4038,Erie,Erie,PA,16510,Moderna,02/01/2021,100,
Rite Aid 00819,340 East High Street,Pottstown,Montgomery,PA,19464,Moderna,02/01/2021,100,POINT (-75.646124 40.245125)
Rite Aid 01780,1516 Jefferson Avenue,Windber,Somerset,PA,15963,Moderna,02/01/2021,100,POINT (-78.831401 40.233993)
Rite Aid 02433,813 Third Avenue,New Brighton,Beaver,PA,15066,Moderna,02/01/2021,100,POINT (-80.313854 40.734676)
Rite Aid 10998,165 Butler Road,Kittanning,Armstrong,PA,16201,Moderna,02/01/2021,100,POINT (-79.526273 40.805759)
Weis Markets Inc,339 W Walnut Street,Shamokin,Northumberland,PA,17872,Moderna,02/01/2021,100,POINT (-76.561627 40.789843)
Weis Markets Inc,725 Columbia Blvd,Bloomsburg,Columbia,PA,17815,Moderna,02/01/2021,100,POINT (-76.443344 41.002738)
Rite Aid 01370,725 Lysle Boulevard,Mckeesport,Allegheny,PA,15132,Moderna,02/01/2021,100,POINT (-79.857455 40.35224)
Rite Aid 03443,6039 National Pike,Grindstone,Fayette,PA,15442,Moderna,02/01/2021,100,POINT (-79.866897 40.007205)
Rite Aid 00451,1200 West Market Street,York,York,PA,17404,Moderna,02/01/2021,100,POINT (-76.752557 39.954747)
Rite Aid 02271,4135 North George Street Exit,Manchester,York,PA,17345,Moderna,02/01/2021,100,
Rite Aid 11160,200 West Ridge Pike,Conshohocken,Montgomery,PA,19428,Moderna,02/01/2021,100,POINT (-75.288424 40.094506)
Rite Aid 01925,210 9th Street,Glassport,Allegheny,PA,15045,Moderna,02/01/2021,100,POINT (-79.892061 40.321055)
Weis Markets Inc,Route 590,Hamlin,Wayne,PA,18427,Moderna,02/01/2021,100,
Giant Eagle Inc.,Giant Eagle Pharmacy #2413,Jeannette,Westmoreland,PA,15644,Moderna,02/01/2021,100,
Rite Aid 04616,208 East Central Avenue,Titusville,Crawford,PA,16354,Moderna,02/01/2021,100,POINT (-79.671385 41.627117)
Giant Eagle Inc.,Giant Eagle Pharmacy #0047,Pittsburgh,Allegheny,PA,15205,Moderna,02/01/2021,100,
Giant Eagle Inc.,Giant Eagle Pharmacy #2491,Gibsonia,Allegheny,PA,15044,Moderna,02/01/2021,100,
Giant Eagle Inc.,Giant Eagle Pharmacy #0095,Meadville,Crawford,PA,16335,Moderna,02/01/2021,100,
Rite Aid 10987,100 Seven Field Boulevard,Seven Fields,Butler,PA,16046,Moderna,02/01/2021,100,POINT (-80.057013 40.688744)
Weis Markets Inc,1204 Millersville Pike,Lancaster,Lancaster,PA,17603,Moderna,02/01/2021,100,POINT (-76.326384 40.027676)
Rite Aid 04284,3601 Walnut Street,Harrisburg,Dauphin,PA,17109,Moderna,02/01/2021,100,POINT (-76.836931 40.288332)
Weis Markets Inc,1629 S Market Street,Elizabethtown,Lancaster,PA,17022,Moderna,02/01/2021,100,POINT (-76.584954 40.138091)
Rite Aid 03609,415 East Queen Street,Chambersburg,Franklin,PA,17201,Moderna,02/01/2021,100,POINT (-77.653984 39.93488)
Rite Aid 00233,9365 William Penn Highway,Huntingdon,Huntingdon,PA,16652,Moderna,02/01/2021,100,POINT (-78.022113 40.483053)
Weis Markets Inc,Rt 209 & Weir Lake Road,Brodheadsville,Monroe,PA,18322,Moderna,02/01/2021,100,POINT (-75.421756 40.916835)
Rite Aid 01668,707 Sharon New Castle Road,Farrell,Mercer,PA,16121,Moderna,02/01/2021,100,POINT (-80.479439 41.212281)
Rite Aid 10891,843 Rostraver Road,Belle Vernon,Fayette,PA,15012,Moderna,02/01/2021,100,POINT (-79.842985 40.13649)
Weis Markets Inc,305 River Avenue,Williamsport,Lycoming,PA,17701,Moderna,02/01/2021,100,POINT (-76.981149 41.249741)
Rite Aid 10934,2336 Ardmore Blvd,Pittsburgh,Allegheny,PA,15221,Moderna,02/01/2021,100,POINT (-79.848243 40.416689)
Rite Aid 11084,"Rr 6, Box 6040",Towanda,Bradford,PA,18848,Moderna,02/01/2021,100,
Weis Markets Inc,800 S 12th Street,Lebanon,Lebanon,PA,17042,Moderna,02/01/2021,100,POINT (-76.428708 40.328124)
Rite Aid 06739,1365 Logan Avenue,Tyrone,Blair,PA,16686,Moderna,02/01/2021,100,POINT (-78.237732 40.67559)
Rite Aid 02768,54 North Main Street,Carbondale,Lackawanna,PA,18407,Moderna,02/01/2021,100,POINT (-75.501494 41.573878)
Weis Markets Inc,3885 Union Deposit Road,Harrisburg,Dauphin,PA,17109,Moderna,02/01/2021,100,POINT (-76.824615 40.27828)
Weis Markets Inc,3011 William Penn Hwy,Easton,Northampton,PA,18045,Moderna,02/01/2021,100,POINT (-75.261101 40.676903)
Giant Eagle Inc.,Giant Eagle Pharmacy #0015,North Versailles,Allegheny,PA,15137,Moderna,02/01/2021,100,
Tops Markets Llc and Tops Pt Llc,1702 E 38th St,Erie,Erie,PA,16510,Moderna,02/01/2021,100,POINT (-80.030109 42.115741)
